29	33	47	39
12	15	22	9
25	16	49	40
16	27	22	14
37	48	26	12
9	33	23	33
34	8	46	11
16	21	30	45
42	20	27	47
11	27	16	11
27	9	44	12
7	43	7	26
50	33	11	37
6	43	46	44
41	18	23	40
34	13	43	31
32	10	41	9
35	47	25	38
9	49	50	10
44	27	49	10
47	37	10	32
17	10	5	25
7	46	28	6
27	25	46	10
22	40	32	42
20	25	43	12
9	44	47	36
26	31	49	14
32	47	39	10
32	5	41	33
37	42	46	34
9	39	35	47
17	38	14	21
43	6	17	17
31	23	28	24
22	46	10	17
6	6	6	6
18	45	22	25
37	35	35	45
20	30	14	47
43	36	13	46
24	33	20	6
39	10	44	33
20	21	30	26
41	6	21	17
9	30	24	35
41	49	16	36
18	38	34	27
42	11	6	14
30	10	48	20
22	49	6	20
17	29	22	15
25	46	32	11
11	15	41	36
50	43	35	33
39	40	11	43
36	41	19	16
18	29	27	42
41	46	50	45
44	9	9	27
27	21	44	14
32	41	20	11
27	18	9	17
9	18	44	19
50	29	25	24
38	21	45	46
14	41	16	34
13	18	20	34
21	45	32	44
17	49	7	47
17	5	5	17
37	33	42	31
39	36	43	10
14	33	6	7
42	44	8	22
49	6	37	50
22	32	26	37
9	36	13	33
10	9	12	37
42	14	21	22
21	15	25	46
45	22	36	18
45	46	8	12
45	37	29	19
27	48	32	25
9	18	28	48
46	5	44	38
11	21	26	37
22	30	47	35
48	20	49	7
18	39	5	45
42	48	12	46
32	14	18	44
37	32	50	24
14	44	35	38
6	44	6	39
18	25	47	6
8	9	21	10
39	46	27	42
33	50	46	21
26	35	12	17
27	31	32	12
36	50	22	49
44	19	15	39
46	46	22	5
6	8	27	20
43	16	49	38
23	40	41	44
26	26	5	6
38	19	23	13
15	38	30	31
50	38	50	38
45	21	6	50
15	5	24	38
31	19	23	7
34	6	16	7
18	6	11	50
18	43	46	20
19	13	28	29
5	13	13	5
25	12	29	26
26	17	29	32
40	47	15	7
6	36	5	7
14	36	17	38
43	29	35	20
33	14	17	8
8	17	43	18
43	15	8	21
17	14	15	42
31	17	6	48
15	17	38	36
20	29	37	7
41	14	30	50
23	43	46	20
31	12	13	9
28	11	10	17
34	50	26	42
7	11	34	15
27	48	10	7
9	45	50	34
20	42	16	12
21	36	38	41
44	40	12	45
9	6	40	29
11	49	40	34
42	36	49	34
41	11	45	33
40	5	29	45
15	46	19	13
28	22	44	14
46	10	7	44
16	29	48	32
17	19	8	14
36	41	24	19
10	8	34	30
44	14	38	44
35	28	18	17
49	34	31	33
12	28	42	43
10	49	21	15
48	5	43	6
20	50	12	41
7	19	24	30
27	7	29	10
31	33	14	46
47	9	16	8
14	47	17	33
33	7	37	10
47	8	46	17
48	16	29	39
40	37	33	39
45	6	42	46
32	50	22	28
11	41	44	31
29	24	17	35
26	14	39	47
13	20	23	47
15	25	14	14
19	17	9	8
37	44	24	12
21	12	31	29
40	32	38	31
7	16	9	32
46	29	39	15
36	39	25	15
42	28	18	21
22	25	19	42
28	32	14	19
16	45	39	34
49	21	10	13
26	17	32	12
30	31	14	22
38	41	27	18
47	45	44	20
15	32	19	9
11	31	12	18
18	7	46	12
39	38	22	34
36	27	24	19
45	44	13	47
48	8	40	19
20	27	27	49
16	41	44	8
6	15	19	46
6	34	29	10
18	25	32	29
5	6	6	23
41	24	21	16
5	32	9	10
48	34	12	23
39	22	28	15
7	42	13	41
33	25	41	35
32	20	33	40
19	46	10	43
18	34	12	42
48	19	6	19
19	10	42	13
31	31	9	9
34	32	48	33
8	35	12	41
6	29	16	19
34	40	47	23
35	48	7	44
39	32	42	21
46	39	22	12
39	25	45	42
38	17	43	21
35	21	28	43
31	38	21	44
12	42	41	26
14	33	7	26
35	38	48	50
21	43	36	42
44	11	28	35
27	30	33	19
15	16	27	35
44	8	49	27
49	23	20	29
16	13	23	49
33	10	37	31
32	21	50	36
7	47	36	30
36	6	33	6
24	13	43	28
30	42	36	16
49	39	36	42
11	23	18	18
39	13	14	9
19	30	34	31
36	45	44	8
21	7	29	14
14	17	17	22
12	20	35	46
11	19	13	44
28	12	49	24
35	12	28	18
44	18	36	37
48	18	21	7
24	24	41	28
12	50	20	7
8	41	49	32
13	12	17	23
43	42	9	41
5	30	17	44
12	20	28	22
21	48	28	16
21	50	43	47
24	21	11	41
44	48	7	21
39	32	47	38
5	27	41	10
24	26	22	24
24	32	16	18
49	42	32	33
37	8	32	19
36	24	17	18
39	25	13	25
46	23	32	12
37	49	20	42
33	47	11	19
41	5	5	50
29	17	38	43
27	30	33	33
19	6	24	39
26	37	29	23
28	38	6	19
18	7	49	16
43	24	33	45
6	17	42	39
10	34	29	16
20	32	43	21
41	28	50	27
5	20	31	38
26	50	28	43
25	32	35	36
37	25	6	41
27	19	16	18
30	21	14	38
44	18	11	9
26	16	50	15
28	35	11	39
41	49	20	40
14	21	28	38
12	20	34	28
28	6	34	27
46	33	41	12
28	43	9	19
42	5	32	42
22	45	24	39
28	38	13	16
14	48	6	48
6	26	10	40
38	15	16	44
16	29	19	5
12	22	15	36
5	22	21	6
16	17	24	19
10	39	23	26
20	17	41	40
16	18	7	31
5	11	23	9
15	16	44	25
18	28	30	10
21	40	47	32
17	6	9	35
22	29	39	13
8	38	43	22
9	42	31	34
14	47	13	10
32	46	32	17
23	47	18	16
14	10	43	46
36	12	45	30
10	38	21	32
15	17	49	32
41	39	50	31
16	11	23	26
22	43	15	50
10	6	27	33
9	19	21	47
27	41	35	13
36	44	23	21
28	46	25	45
17	21	45	14
5	40	8	24
45	48	23	17
17	10	42	14
36	7	44	23
44	28	45	42
48	37	22	11
19	37	6	29
40	17	15	27
30	6	8	35
5	6	26	14
26	40	15	10
37	31	48	20
29	24	6	12
35	32	5	24
38	31	49	50
6	22	32	37
28	26	11	25
28	35	10	9
7	47	45	24
46	45	11	20
38	32	22	43
49	40	11	47
42	10	24	21
42	18	31	26
35	43	9	46
36	27	9	13
44	31	24	49
16	33	17	19
22	35	15	29
42	10	41	16
36	10	38	39
21	6	48	29
43	28	33	29
30	22	5	8
29	6	31	40
5	12	23	31
43	26	43	14
11	29	26	8
23	48	25	44
40	40	22	29
14	46	31	38
45	34	39	43
26	49	38	14
32	48	16	15
49	22	11	20
21	31	12	16
41	46	31	28
44	45	43	22
46	17	47	50
19	27	42	46
16	20	25	33
25	21	25	44
5	39	40	30
30	45	19	22
9	34	15	13
27	17	45	39
42	35	17	27
33	31	25	18
47	18	16	48
6	30	7	14
9	44	5	38
5	49	19	6
47	32	33	41
7	45	37	28
37	26	50	10
27	49	36	25
33	31	42	46
42	50	28	43
16	28	31	27
5	16	29	29
18	25	36	43
8	45	23	49
15	31	37	27
46	42	49	26
7	10	17	7
26	30	9	13
24	19	32	47
43	41	17	7
6	36	14	17
39	14	36	46
8	17	22	43
34	25	5	24
24	41	41	34
6	25	14	12
27	43	19	42
32	47	5	21
37	37	5	49
14	17	47	9
31	5	21	37
26	43	20	13
23	28	37	13
6	43	36	50
13	7	15	49
33	48	47	36
5	45	7	21
49	19	48	34
19	23	19	50
9	25	45	6
20	30	38	48
34	23	19	8
29	45	21	16
13	37	49	35
6	14	19	9
6	17	49	42
45	39	12	26
8	35	50	49
18	38	20	33
44	9	31	50
7	25	31	22
14	40	42	30
7	38	29	5
33	41	48	34
34	44	36	15
13	7	24	17
11	21	8	21
14	18	46	32
44	14	21	19
9	26	23	10
30	22	37	38
21	41	15	7
31	50	45	43
50	44	11	47
41	24	46	20
34	34	17	13
46	27	38	33
27	23	40	32
34	24	14	36
20	18	14	34
6	26	10	37
30	27	37	26
44	42	41	48
37	33	41	44
46	34	10	17
35	10	20	31
20	40	36	50
43	27	46	33
20	24	50	46
47	40	28	26
12	49	9	49
25	18	45	41
43	32	10	33
7	30	34	49
7	38	9	35
19	19	38	46
33	32	41	5
8	24	9	47
7	21	9	8
40	6	45	34
21	46	9	21
21	12	40	40
37	7	40	44
41	44	24	29
32	23	39	6
42	44	50	30
36	38	31	42
41	41	31	27
44	47	27	39
33	33	26	9
11	26	26	43
9	45	48	36
5	36	44	12
31	6	20	27
46	50	26	24
36	49	34	31
43	37	50	48
49	12	36	46
15	43	50	17
24	40	22	45
44	30	16	41
8	42	26	13
19	7	32	30
6	48	28	33
49	28	35	23
5	17	24	39
30	22	10	14
7	32	23	35
9	33	28	27
20	9	12	8
39	24	24	30
5	22	38	6
28	31	45	21
29	14	45	14
36	12	43	49
31	38	50	49
37	6	9	36
32	12	33	19
40	17	22	10
14	6	7	26
50	47	26	48
16	37	25	21
21	32	16	27
14	50	8	43
8	41	30	20
16	29	14	22
30	49	32	23
32	28	16	19
8	40	19	22
17	45	18	24
20	38	17	20
6	40	41	30
45	11	48	8
36	23	15	9
50	23	47	31
18	24	41	44
13	31	27	18
17	42	28	35
26	42	45	43
22	17	18	10
11	31	19	13
32	50	11	19
47	9	11	44
26	39	36	37
41	35	32	37
17	31	17	18
24	17	31	29
42	26	24	48
46	28	41	18
48	31	43	23
38	14	45	46
27	40	28	29
43	46	17	45
47	37	14	49
48	40	32	6
20	26	43	29
31	21	16	32
23	40	32	46
43	11	7	42
39	35	22	37
29	36	34	18
31	37	41	22
28	48	31	25
45	9	45	38
7	6	35	47
46	23	19	29
11	48	34	43
44	19	20	29
49	34	19	42
21	17	9	7
34	41	35	36
46	26	47	45
41	9	49	41
11	21	20	25
41	32	10	50
30	14	38	22
36	29	45	25
30	37	21	10
44	44	33	13
47	34	40	45
42	39	27	38
12	40	12	35
6	26	24	5
41	33	9	34
14	45	6	45
24	37	45	38
26	5	16	47
38	47	25	21
11	48	16	45
16	42	48	33
8	6	42	47
16	29	41	10
16	41	42	37
34	44	50	42
16	42	37	44
25	21	23	13
18	40	11	12
29	37	8	28
42	37	37	35
31	14	27	12
18	28	24	13
42	31	40	44
43	19	39	25
36	36	37	35
41	14	33	31
21	8	25	8
34	9	32	8
7	5	13	12
44	40	48	45
39	34	37	7
8	29	48	40
23	17	50	22
33	16	10	32
32	13	7	26
36	41	33	5
11	13	14	42
44	14	28	10
21	13	13	21
12	41	45	19
47	10	25	32
29	16	8	49
7	43	41	31
28	27	16	36
46	19	34	19
5	30	17	38
22	31	49	20
31	20	17	39
34	16	5	19
38	6	25	15
32	38	26	10
46	6	5	23
38	23	34	15
30	19	22	15
16	27	13	45
7	37	34	32
39	47	11	17
24	50	11	32
13	15	25	7
42	14	24	43
11	12	45	16
47	48	17	45
17	6	15	12
38	8	22	28
35	31	19	48
14	47	29	13
46	18	42	17
36	24	49	18
9	47	30	20
33	27	25	12
8	35	50	42
6	50	20	38
44	50	9	26
41	45	9	42
42	22	14	43
41	28	49	28
28	6	30	12
13	47	48	36
6	12	31	50
13	17	27	19
40	27	47	26
10	39	34	47
8	23	49	30
14	15	23	38
42	23	8	6
15	45	43	16
9	14	27	43
40	11	14	27
24	41	49	47
49	44	27	42
23	24	29	34
29	28	30	26
27	16	28	9
18	48	16	10
30	35	41	49
46	46	33	10
37	18	42	44
5	15	46	7
39	5	8	14
5	21	48	11
16	45	34	43
19	28	50	26
15	45	45	15
19	36	14	23
21	6	29	18
24	6	11	16
44	39	42	21
16	11	16	11
23	8	45	18
18	9	49	27
25	20	50	42
29	29	35	16
32	41	48	18
23	7	18	16
9	30	42	15
45	16	20	41
9	47	43	13
35	37	47	25
6	23	45	13
47	22	24	25
32	42	6	47
16	35	19	29
25	34	17	40
26	6	28	31
35	42	31	5
44	25	22	16
37	38	36	45
30	24	24	17
17	47	24	46
33	10	25	33
47	25	47	15
46	26	35	22
5	25	14	47
38	9	22	47
13	20	47	47
24	44	14	18
40	43	45	24
46	39	34	18
8	23	34	31
40	27	27	40
39	34	6	16
36	44	11	23
7	48	9	34
43	8	49	15
30	43	18	41
49	47	37	45
32	11	28	10
47	17	33	45
24	39	5	27
47	36	19	37
47	43	42	36
46	12	21	6
35	48	18	22
5	8	26	50
33	13	38	38
17	26	30	28
10	47	22	22
39	22	18	33
27	15	31	38
21	45	28	18
25	18	7	9
12	13	11	17
13	50	34	49
28	16	24	24
44	45	45	13
31	26	21	9
8	50	7	33
44	42	7	29
48	49	24	8
29	36	20	7
15	28	7	42
5	37	28	18
15	48	36	48
35	18	10	35
39	7	37	18
13	30	36	18
33	27	50	47
25	40	24	9
10	47	36	24
12	7	19	29
18	46	20	17
28	11	27	23
6	37	21	23
44	33	14	12
20	15	43	5
5	15	28	15
34	26	24	34
38	20	30	43
32	31	19	39
40	14	16	48
40	7	26	29
28	45	25	12
10	28	39	18
43	15	31	7
27	48	7	19
13	36	17	11
9	39	30	39
35	8	45	17
20	33	9	46
32	41	7	9
31	34	38	42
47	34	37	42
18	26	25	10
32	43	20	46
38	16	22	37
43	20	30	31
11	7	22	35
40	45	41	5
16	50	39	28
49	9	49	9
39	5	14	45
21	48	44	28
22	14	50	48
12	36	24	24
38	49	37	9
27	45	50	50
22	22	5	17
35	38	36	42
41	6	37	19
25	16	22	42
27	33	38	16
37	31	6	28
5	48	25	5
10	48	37	30
15	18	17	29
19	37	24	32
7	36	17	46
32	5	49	6
24	15	9	11
46	18	18	21
32	43	6	37
24	5	46	12
6	45	5	44
5	5	5	5
43	9	17	16
39	31	24	7
19	13	41	11
17	38	16	34
41	24	43	10
19	46	30	50
8	40	12	42
6	46	45	13
35	6	31	37
39	17	50	45
41	47	45	30
20	27	44	23
15	21	5	6
48	7	26	7
39	22	46	49
47	5	44	7
18	40	32	34
17	27	27	43
29	21	19	27
13	5	28	7
22	27	36	45
30	24	42	25
29	24	6	37
46	28	45	30
38	23	6	23
